QTY,INVOICENUMBER,ITEM_DESCRIPTION,MENUDESC
1,1269940,MINERAL WATER/0.5L,TABLES
1,1269940,MIXED BAKLAVA EXTRA,TABLES
1,1269940,MAFROUKEH/PLT,TABLES
1,1269940,MAFROUKEH,TABLES
1,1269940,COTTON CANDY/ PKT SMALL,TABLES
1.5,1269940,MAAMOUL PISTACHIO + WALNUT MINI,TABLES
1,1269961,ZNOUD EL SET,TAKE AWAY
1,1269961,HALEWET EL REZ KASHTA,TAKE AWAY
8,1269961,COTTON CANDY/PC,TAKE AWAY
1,1269961,MACARON GIFT BOX,TAKE AWAY
0.5,1269965,ZNOUD EL SET,TABLES
2,1269965,MCHAKAL KASHTA/PLT,TABLES
0.5,1269965,MAFROUKEH ALMOND + PISTACHIO/PLT,TABLES
0.5,1269965,MAFROUKEH PISTACHIO,TABLES
1,1269965,ZNOUD EL SET/SMALL PLT,TABLES
1,1269880,ZNOUD EL SET,TAKE AWAY
5,1269880,EMPTY KAAK FREE,TAKE AWAY
1,1269880,KNEFEH KASHTA,TAKE AWAY
0.5,1269883,ZNOUD EL SET,TAKE AWAY
0.5,1269883,MAFROUKEH PISTACHIO,TAKE AWAY
0.75,1269867,ZNOUD EL SET,TAKE AWAY
0.75,1269867,HALEWET EL JEBEN LAF,TAKE AWAY
1,1269813,ZNOUD EL SET,TAKE AWAY
0.5,1269813,HALEWET EL JEBEN LAF,TAKE AWAY
2,1269820,ZNOUD EL SET,Call Center
1,1269830,ZNOUD EL SET,TAKE AWAY
1,1269830,HALEWET EL JEBEN LAF,TAKE AWAY
1.35,1269841,ZNOUD EL SET,TAKE AWAY
1,1269841,COMPLIMENTARY KNIFE,TAKE AWAY
0.5,1269841,BORMA,TAKE AWAY
0.5,1269841,BORMA PISTACHIO,TAKE AWAY
1.18,1269841,MAFROUKEH PISTACHIO,TAKE AWAY
1.5,1269841,MAAMOUL MAD KASHTA,TAKE AWAY
1,1269841,DESIRE N:0,TAKE AWAY
1,1270030,ZNOUD EL SET,TAKE AWAY
1,1270030,BASMA COLD/KG,TAKE AWAY
0.5,1270055,ZNOUD EL SET,TABLES
1,1270055,ICE CREAM 2 SCOOP,TABLES
0.5,1270055,MAFROUKEH,TABLES
0.45,1270055,MAFROUKEH PISTACHIO,TABLES
1,1270055,ICE CREAM KASHTA 1 SCOOP,TABLES
1,1270055,CASTLE ICE CREAM,TABLES
1,1270055,CASTLE ICE CREAM,TABLES
1,1270055,CASTLE ICE CREAM,TABLES
1,1270057,ZNOUD EL SET,TAKE AWAY
1,1270057,MAFROUKEH ALMOND + PISTACHIO/PLT,TAKE AWAY
2,1270057,ICE CREAM 2 SCOOP,TAKE AWAY
0.5,1270065,ZNOUD EL SET,TAKE AWAY
1,1270077,ZNOUD EL SET,TAKE AWAY
1.5,1270077,MIXED BAKLAVA EXTRA,TAKE AWAY
4,1270077,FATAYER WALNUT /PC,TAKE AWAY
0.5,1270082,ZNOUD EL SET,TAKE AWAY
1,1270082,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1270082,HALEWET EL JEBEN,TAKE AWAY
0.5,1270084,ZNOUD EL SET,TAKE AWAY
0.5,1270084,HALEWET EL JEBEN,TAKE AWAY
1,1270093,ZNOUD EL SET,TAKE AWAY
0.5,1270093,BAKLAVA DIPPED IN CHOCOLATE WRAPPED,TAKE AWAY
0.5,1270098,ZNOUD EL SET,TABLES
2,1270098,ZNOUD EL SET/PLT,TABLES
2.5,1270098,EMPTY KAAK FREE,TABLES
1,1270098,MAFROUKEH/PLT,TABLES
0.5,1270098,KNEFEH KASHTA,TABLES
1,1270197,ZNOUD EL SET,TAKE AWAY
1,1270197,KNEFEH CHEESE,TAKE AWAY
1,1270197,KNEFEH CHEESE,TAKE AWAY
5,1270197,EMPTY KAAK FREE,TAKE AWAY
5,1270197,EMPTY KAAK FREE,TAKE AWAY
5,1270197,EMPTY KAAK FREE,TAKE AWAY
5,1270197,EMPTY KAAK FREE,TAKE AWAY
1,1270197,LAHM B AJIN DOZEN,TAKE AWAY
1,1270197,KNEFEH KASHTA,TAKE AWAY
1,1270197,KNEFEH KASHTA,TAKE AWAY
0.5,1270199,ZNOUD EL SET,DELIVERY
2,1270199,MCHAKAL KASHTA,DELIVERY
1,1270199,Kashta Aside,DELIVERY
0.5,1270199,MAFROUKEH,DELIVERY
1,1270199,FLOWER WATER/BTL,DELIVERY
1,1270214,ZNOUD EL SET,Call Center
1,1270214,DEL 2.0$,Call Center
0.5,1270226,ZNOUD EL SET,TAKE AWAY
2.5,1270226,EMPTY KAAK FREE,TAKE AWAY
0.5,1270226,MAFROUKEH,TAKE AWAY
0.5,1270226,KNEFEH KASHTA,TAKE AWAY
0.5,1270229,ZNOUD EL SET,TAKE AWAY
4,1270229,LAHM B AAJIN SQUARE/PC,TAKE AWAY
1,1270229,W/ VEGETABLES SMALL,TAKE AWAY
1,1270231,ZNOUD EL SET,TAKE AWAY
1,1270231,MAFROUKEH,TAKE AWAY
0.5,1270164,ZNOUD EL SET,TAKE AWAY
0.5,1270164,HALEWET EL JEBEN LAF,TAKE AWAY
6,1270164,LAHM B AAJIN SQUARE/PC,TAKE AWAY
1.1,1270164,MAAMOUL MAD KASHTA,TAKE AWAY
1,1270174,ZNOUD EL SET,TAKE AWAY
1,1270174,KNEFEH CHEESE,TAKE AWAY
5,1270174,EMPTY KAAK FREE,TAKE AWAY
0.5,1270185,ZNOUD EL SET,TAKE AWAY
1,1270185,Kashta Aside,TAKE AWAY
0.5,1270185,HALEWET EL JEBEN LAF,TAKE AWAY
1,1270185,ICE CREAM 2 SCOOP,TAKE AWAY
1,1270185,Ice Cream 1 Scoop ,TAKE AWAY
0.5,1270185,HALEWET EL JEBEN,TAKE AWAY
0.5,1270257,ZNOUD EL SET,DELIVERY
0.5,1270257,MAFROUKEH PISTACHIO,DELIVERY
1,1270266,ZNOUD EL SET,Call Center
1,1270266,DEL 2.0$,Call Center
1,1270337,ZNOUD EL SET,DELIVERY
1,1270337,Kashta Aside,DELIVERY
1,1270337,HALEWET EL JEBEN LAF,DELIVERY
1,1270337,MAFROUKEH,DELIVERY
0.685,1270339,ZNOUD EL SET,TAKE AWAY
0.645,1270339,MAFROUKEH,TAKE AWAY
1,1270339,Kashta on Top ,TAKE AWAY
0.5,1270352,ZNOUD EL SET,TAKE AWAY
1,1270359,ZNOUD EL SET,TAKE AWAY
6,1270359,LAHM B AAJIN SQUARE/PC,TAKE AWAY
0.5,1270359,ASABEH,TAKE AWAY
0.5,1270270,ZNOUD EL SET,TAKE AWAY
0.5,1270270,MAAMOUL MAD KASHTA,TAKE AWAY
1,1270277,ZNOUD EL SET,TAKE AWAY
5,1270277,EMPTY KAAK FREE,TAKE AWAY
1,1270277,ICE CREAM 2 SCOOP,TAKE AWAY
1,1270277,KNEFEH KASHTA,TAKE AWAY
0.5,1270285,ZNOUD EL SET,TAKE AWAY
2.5,1270285,EMPTY KAAK FREE,TAKE AWAY
1,1270285,ICE CREAM 2 SCOOP,TAKE AWAY
1,1270285,ICE CREAM 4 SCOOP,TAKE AWAY
0.5,1270285,KNEFEH KASHTA,TAKE AWAY
1,1270289,ZNOUD EL SET,TAKE AWAY
0.5,1270293,ZNOUD EL SET,TABLES
2,1270293,KNEFEH KASHTA/PLT,TABLES
4,1270293,LAHM B AAJIN SQUARE/PC,TABLES
1,1270293,W/O Heating ,TABLES
0.5,1270298,ZNOUD EL SET,TAKE AWAY
0.75,1270312,ZNOUD EL SET,TAKE AWAY
0.75,1270312,HALEWET EL JEBEN LAF,TAKE AWAY
0.5,1270395,ZNOUD EL SET,TAKE AWAY
6,1270395,LAHM B AAJIN SQUARE/PC,TAKE AWAY
1,1270395,Hot,TAKE AWAY
0.5,1270428,ZNOUD EL SET,TAKE AWAY
0.5,1270428,HALEWET EL JEBEN LAF,TAKE AWAY
1,1270479,ZNOUD EL SET,TAKE AWAY
1,1270479,MAFROUKEH PISTACHIO,TAKE AWAY
1,1270498,ZNOUD EL SET,TAKE AWAY
1,1270577,ZNOUD EL SET,DELIVERY
1,1270577,MIXED BAKLAVA EXTRA,DELIVERY
1,1270577,MIXED BAKLAVA EXTRA,DELIVERY
1,1270577,MIXED BAKLAVA EXTRA,DELIVERY
1,1270577,KNEFEH CHEESE,DELIVERY
5,1270577,EMPTY KAAK FREE,DELIVERY
1,1270577,JAZARIYEH MAALOUFEH,DELIVERY
0.5,1270577,BELLAWRIYEH,DELIVERY
0.5,1270581,ZNOUD EL SET,TAKE AWAY
0.5,1270581,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1270581,HALEWET EL JEBEN LAF,TAKE AWAY
0.5,1270593,ZNOUD EL SET,TAKE AWAY
0.6,1270604,ZNOUD EL SET,TAKE AWAY
5,1270604,EMPTY KAAK FREE,TAKE AWAY
1,1270604,KNEFEH KASHTA,TAKE AWAY
1,1270612,ZNOUD EL SET,TAKE AWAY
1,1270612,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1270612,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1270619,ZNOUD EL SET,TAKE AWAY
1,1270619,MAFROUKEH TA/PLT,TAKE AWAY
0.5,1270620,ZNOUD EL SET,TAKE AWAY
0.5,1270620,WARD EL SHAM,TAKE AWAY
1,1270620,Plastic Tray ,TAKE AWAY
1,1270540,ZNOUD EL SET,TAKE AWAY
5,1270540,EMPTY KAAK FREE,TAKE AWAY
1,1270540,KNEFEH KASHTA,TAKE AWAY
1,1270546,ZNOUD EL SET,DELIVERY
1,1270546,COMPLIMENTARY KNIFE,DELIVERY
1,1270546,Kashta Aside,DELIVERY
1,1270546,Kashta Aside,DELIVERY
1,1270546,MAFROUKEH,DELIVERY
1,1270546,LAHM B AJIN DOZEN,DELIVERY
1,1270546,LAHM B AJIN DOZEN,DELIVERY
1,1270546,HALEWET EL JEBEN,DELIVERY
1,1270546,FORET BLANCHE EXOTIQUE N:1,DELIVERY
1,1270549,ZNOUD EL SET,Call Center
3,1270549,COTTON CANDY/PC,Call Center
1,1270549,Kashta Aside,Call Center
1,1270549,Kashta Aside,Call Center
1.5,1270549,MAFROUKEH,Call Center
1,1270549,HALEWET EL JEBEN,Call Center
1,1270549,DEL 5.0$,Call Center
1,1270549,Nuts Aside,Call Center
0.5,1270549,HALEWET EL REZ CHEESE,Call Center
0.4,1270733,ZNOUD EL SET,TAKE AWAY
1,1270631,ZNOUD EL SET,TAKE AWAY
1,1270641,ZNOUD EL SET,TAKE AWAY
0.5,1270641,HALEWET EL JEBEN LAF,TAKE AWAY
4,1270641,MAAMOUL KASHTA PISTACHIO,TAKE AWAY
0.5,1270654,ZNOUD EL SET,TAKE AWAY
2.5,1270654,EMPTY KAAK FREE,TAKE AWAY
1,1270654,KAAK KNEFEH CHEESE,TAKE AWAY
0.5,1270654,ASABEH,TAKE AWAY
0.5,1270654,KNEFEH KASHTA,TAKE AWAY
1,1270654,ARABIC KAAK,TAKE AWAY
2,1270664,ZNOUD EL SET,DELIVERY
1,1270682,ZNOUD EL SET,TAKE AWAY
2,1270682,ZNOUD EL SET,TAKE AWAY
1.5,1270703,ZNOUD EL SET,TAKE AWAY
1.5,1270703,HALEWET EL JEBEN LAF,TAKE AWAY
1,1270703,ICE CREAM 4 SCOOP,TAKE AWAY
1,1270703,LAHM B AJIN DOZEN,TAKE AWAY
1,1270703,LAHM B AJIN DOZEN,TAKE AWAY
1,1270703,W/ VEGETABLES SMALL,TAKE AWAY
1,1270703,ICE CREAM PREMIUM 2 SCOOPS,TAKE AWAY
1,1270716,ZNOUD EL SET,TAKE AWAY
1,1270716,MIXED BAKLAVA EXTRA,TAKE AWAY
0.5,1270716,MIXED BAKLAVA SUGAR FREE,TAKE AWAY
0.5,1270716,MIXED BAKLAVA SUGAR FREE,TAKE AWAY
0.75,1270726,ZNOUD EL SET,DELIVERY
0.75,1270726,HALEWET EL JEBEN LAF,DELIVERY
1,1270726,MAFROUKEH,DELIVERY
1,1270730,ZNOUD EL SET,TAKE AWAY
1,1270730,KAAK KNEFEH KASHTA,TAKE AWAY
1,1270730,KAAK KNEFEH CHEESE,TAKE AWAY
1,1270852,ZNOUD EL SET,TAKE AWAY
1,1270852,Kashta Aside,TAKE AWAY
1,1270852,HALEWET EL JEBEN LAF,TAKE AWAY
0.55,1270852,BASMA COLD/KG,TAKE AWAY
1,1270852,HALEWET EL JEBEN,TAKE AWAY
0.5,1270860,ZNOUD EL SET,TAKE AWAY
1,1270860,MINERAL WATER/0.5L,TAKE AWAY
1,1270860,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1270860,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1270860,Kashta Aside,TAKE AWAY
1,1270860,MAFROUKEH/PLT,TAKE AWAY
1,1270860,ESPRESSO SINGLE,TAKE AWAY
1,1270860,MAFROUKEH,TAKE AWAY
1,1270860,MAAMOUL DATE MINI,TAKE AWAY
1,1270860,MAAMOUL PISTACHIO MINI,TAKE AWAY
0.5,1270861,ZNOUD EL SET,TAKE AWAY
0.5,1270861,KNEFEH CHEESE,TAKE AWAY
2.5,1270861,EMPTY KAAK FREE,TAKE AWAY
0.5,1270871,ZNOUD EL SET,TAKE AWAY
2,1270871,COTTON CANDY/PC,TAKE AWAY
4,1270871,MAAMOUL KASHTA PISTACHIO,TAKE AWAY
0.75,1270794,ZNOUD EL SET,TAKE AWAY
0.75,1270794,HALEWET EL JEBEN LAF,TAKE AWAY
2,1270794,FATAYER KASHTA LARGE,TAKE AWAY
1,1270801,ZNOUD EL SET,TAKE AWAY
2.5,1270801,EMPTY KAAK FREE,TAKE AWAY
1,1270801,HALEWET EL JEBEN LAF,TAKE AWAY
0.5,1270801,KNEFEH KASHTA,TAKE AWAY
2,1270807,ZNOUD EL SET,TAKE AWAY
1,1270817,ZNOUD EL SET,TAKE AWAY
1.5,1270817,MAFROUKEH,TAKE AWAY
0.5,1270842,ZNOUD EL SET,TABLES
0.5,1270842,ZNOUD EL SET/PLT,TABLES
0.5,1270842,KNEFEH KASHTA/PLT,TABLES
1,1270842,Ice Cream 1 Scoop ,TABLES
1,1270842,HALEWET EL REZ KASHTA/PLT,TABLES
1.5,1270972,ZNOUD EL SET,TAKE AWAY
1.5,1270972,HALEWET EL JEBEN,TAKE AWAY
1,1270977,ZNOUD EL SET,DELIVERY
1,1270977,LAHM B AJIN DOZEN,DELIVERY
1,1270977,LAHM B AJIN DOZEN,DELIVERY
1,1270977,LAHM B AJIN DOZEN,DELIVERY
0.5,1270987,ZNOUD EL SET,TAKE AWAY
0.5,1270987,HALEWET EL JEBEN LAF,TAKE AWAY
1,1270993,ZNOUD EL SET,TAKE AWAY
1,1270993,MINERAL WATER/0.5L,TAKE AWAY
1,1270993,MIXED BAKLAVA EXTRA,TAKE AWAY
5,1270993,EMPTY KAAK FREE,TAKE AWAY
1,1270993,Kashta Aside,TAKE AWAY
1,1270993,KNEFEH KASHTA,TAKE AWAY
1,1270993,HALEWET EL JEBEN,TAKE AWAY
1,1270896,ZNOUD EL SET,TAKE AWAY
1,1270896,KNEFEH CHEESE,TAKE AWAY
5,1270896,EMPTY KAAK FREE,TAKE AWAY
2.5,1270896,EMPTY KAAK FREE,TAKE AWAY
6,1270896,LAHM B AAJIN SQUARE/PC,TAKE AWAY
0.45,1270896,MAFROUKEH PISTACHIO,TAKE AWAY
0.5,1270896,KNEFEH KASHTA,TAKE AWAY
1,1270919,ZNOUD EL SET,DELIVERY
1,1270919,KNEFEH CHEESE,DELIVERY
5,1270919,EMPTY KAAK FREE,DELIVERY
1.1,1270919,MAAMOUL MAD KASHTA,DELIVERY
1,1270967,ZNOUD EL SET,TAKE AWAY
0.5,1270967,ZNOUD EL SET,TAKE AWAY
0.8,1270967,ZNOUD EL SET,TAKE AWAY
20,1270967,EMPTY KAAK FREE,TAKE AWAY
1,1270967,Kashta Aside,TAKE AWAY
0.7,1270967,HALEWET EL JEBEN LAF,TAKE AWAY
1,1270967,MAFROUKEH,TAKE AWAY
1,1270967,LAHM B AJIN DOZEN,TAKE AWAY
1,1270967,LAHM B AJIN DOZEN,TAKE AWAY
4,1270967,KNEFEH KASHTA,TAKE AWAY
1.03,1270967,CHOCOLATE MIXED,TAKE AWAY
0.5,1271094,ZNOUD EL SET,TAKE AWAY
0.5,1271094,HALEWET EL JEBEN LAF,TAKE AWAY
0.5,1271094,MAFROUKEH PISTACHIO,TAKE AWAY
1,1271027,ZNOUD EL SET,TAKE AWAY
2,1271027,HALEWET EL JEBEN LAF,TAKE AWAY
0.5,1271227,ZNOUD EL SET,TAKE AWAY
0.5,1271227,HALEWET EL JEBEN LAF,TAKE AWAY
1,1271143,ZNOUD EL SET,TAKE AWAY
0.5,1271169,ZNOUD EL SET,TAKE AWAY
0.5,1271169,HALEWET EL JEBEN LAF,TAKE AWAY
0.5,1271174,ZNOUD EL SET,TAKE AWAY
1,1271174,COMPLIMENTARY KNIFE,TAKE AWAY
1,1271174,DESIRE N:0,TAKE AWAY
0.5,1271175,ZNOUD EL SET,TAKE AWAY
1,1271182,ZNOUD EL SET,TAKE AWAY
0.5,1271182,MAAMOUL MAD KASHTA,TAKE AWAY
1,1271125,ZNOUD EL SET,E-Sales WEB
1,1271125,MIXED BAKLAVA EXTRA,E-Sales WEB
3,1271125,CHOCOLATE BAR MILK/100G,E-Sales WEB
1,1271125,DEL 3.5$,E-Sales WEB
1,1271125,HALEWET EL JEBEN,E-Sales WEB
1,1271125,NAMMOURA,E-Sales WEB
6,1271125,MAAMOUL PISTACHIO/PC,E-Sales WEB
1.5,1271125,MAAMOUL MAD WALNUT,E-Sales WEB
1,1271125,MAAMOUL MAD PISTACHIO,E-Sales WEB
1,1271125,PK.MACARON MIX S 6 FLAVORS,E-Sales WEB
0.588,1271309,ZNOUD EL SET,TAKE AWAY
1,1271309,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1271309,MAFROUKEH,TAKE AWAY
0.25,1271310,ZNOUD EL SET,TAKE AWAY
1,1271310,MIXED BAKLAVA EXTRA,TAKE AWAY
2.5,1271310,EMPTY KAAK FREE,TAKE AWAY
0.25,1271310,HALEWET EL JEBEN LAF,TAKE AWAY
0.5,1271310,KNEFEH KASHTA,TAKE AWAY
2,1271310,MAAMOUL PISTACHIO/PC,TAKE AWAY
0.5,1271317,ZNOUD EL SET,TAKE AWAY
0.5,1271318,ZNOUD EL SET,TAKE AWAY
1,1271318,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1271318,KAAK KNEFEH CHEESE FRANJI,TAKE AWAY
0.8,1271321,ZNOUD EL SET,DELIVERY
1,1271321,HALEWET EL JEBEN LAF,DELIVERY
1,1271321,LAHM B AJIN DOZEN,DELIVERY
0.5,1271367,ZNOUD EL SET,TAKE AWAY
2,1271367,LAHM B AAJIN SQUARE/PC,TAKE AWAY
1,1271367,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1271373,ZNOUD EL SET,TAKE AWAY
1,1271399,ZNOUD EL SET,TAKE AWAY
1.5,1271410,ZNOUD EL SET,TAKE AWAY
1,1271410,COMPLIMENTARY KNIFE,TAKE AWAY
1,1271410,CHOCOLATE LOLLIPOP,TAKE AWAY
1,1271410,FORET NOIRE N:0,TAKE AWAY
1,1271346,ZNOUD EL SET,TAKE AWAY
1,1271346,MAAMOUL MINI MIXED,TAKE AWAY
1,1271416,ZNOUD EL SET,TABLES
1.5,1271416,KNEFEH CHEESE,TABLES
7.5,1271416,EMPTY KAAK FREE,TABLES
5,1271416,EMPTY KAAK FREE,TABLES
1,1271416,Kashta Aside,TABLES
1,1271416,Kashta Aside,TABLES
1,1271416,LAHM B AAJIN SQUARE/PC,TABLES
11,1271416,LAHM B AAJIN SQUARE/PC,TABLES
1,1271416,MAFROUKEH,TABLES
1,1271416,MAFROUKEH,TABLES
1,1271416,KNEFEH KASHTA,TABLES
1,1271416,W/O Heating ,TABLES
1,1271442,ZNOUD EL SET,TAKE AWAY
0.5,1271456,ZNOUD EL SET,TAKE AWAY
1,1271526,ZNOUD EL SET,TABLES
1,1271526,ZNOUD EL SET,TABLES
1,1271526,ZNOUD EL SET,TABLES
1,1271526,Kashta Aside,TABLES
1,1271526,WARD EL SHAM,TABLES
0.5,1271534,ZNOUD EL SET,TAKE AWAY
0.5,1271534,HALEWET EL JEBEN LAF,TAKE AWAY
0.5,1271537,ZNOUD EL SET,TAKE AWAY
0.5,1271537,HALEWET EL JEBEN LAF,TAKE AWAY
0.65,1271555,ZNOUD EL SET,DELIVERY
1,1271555,MCHAKAL KASHTA,DELIVERY
1,1271555,MCHAKAL KASHTA,DELIVERY
12,1271555,LAHM B AAJIN SQUARE/PC,DELIVERY
2.2,1271555,MAFROUKEH PISTACHIO,DELIVERY
1,1271555,MAAMOUL MAD KASHTA,DELIVERY
1,1271555,MIXED BAKLAVA REGULAR,DELIVERY
1,1271555,MIXED BAKLAVA REGULAR,DELIVERY
1,1271555,MCHABBAK,DELIVERY
0.5,1271565,ZNOUD EL SET,DELIVERY
2,1271565,MIXED BAKLAVA EXTRA,DELIVERY
1,1271565,BASMA COLD/KG,DELIVERY
1,1271565,BASMA COLD/KG,DELIVERY
1,1271565,BAKLAVA CASHEW,DELIVERY
1.2,1271565,MAFROUKEH PISTACHIO,DELIVERY
1,1271473,ZNOUD EL SET,TABLES
2,1271473,KNEFEH KASHTA/PLT,TABLES
1.8,1271507,ZNOUD EL SET,TAKE AWAY
1.2,1271507,HALEWET EL JEBEN LAF,TAKE AWAY
0.5,1271593,ZNOUD EL SET,TAKE AWAY
1,1271593,KNEFEH CHEESE/PLT TA,TAKE AWAY
0.5,1271604,ZNOUD EL SET,Call Center
0.5,1271610,ZNOUD EL SET,TAKE AWAY
2,1271610,ICE CREAM 2 SCOOP,TAKE AWAY
1,1271569,ZNOUD EL SET,TAKE AWAY
1,1271569,HALEWET EL JEBEN LAF,TAKE AWAY
1,1271651,ZNOUD EL SET,TAKE AWAY
1,1271651,Kashta Aside,TAKE AWAY
1,1271651,MAFROUKEH,TAKE AWAY
1,1271675,ZNOUD EL SET,DELIVERY
1,1271675,COTTON CANDY/ PKT LARGE,DELIVERY
1,1271675,BASMA WALNUT,DELIVERY
0.58,1271810,ZNOUD EL SET,TAKE AWAY
0.6,1271810,MAFROUKEH PISTACHIO,TAKE AWAY
0.4,1271735,ZNOUD EL SET,TAKE AWAY
1.5,1271735,MIXED BAKLAVA EXTRA,TAKE AWAY
0.2,1271735,HALEWET EL JEBEN LAF,TAKE AWAY
1.1,1271735,MAAMOUL MAD KASHTA,TAKE AWAY
0.4,1271735,WARD EL SHAM,TAKE AWAY
0.5,1271773,ZNOUD EL SET,TAKE AWAY
3,1271773,HALEWET EL JEBEN LAF/PC,TAKE AWAY
0.5,1271773,HALEWET EL JEBEN LAF,TAKE AWAY
3,1271773,ZNOUD EL SET/PC,TAKE AWAY
1,1271779,ZNOUD EL SET,TAKE AWAY
1,1271779,FATAYER KASHTA LARGE,TAKE AWAY
1,1271779,MAFROUKEH,TAKE AWAY
1,1271800,ZNOUD EL SET,TAKE AWAY
1,1271800,HALEWET EL JEBEN LAF,TAKE AWAY
0.5,1271800,MAFROUKEH PISTACHIO,TAKE AWAY
0.5,1271800,HALEWET EL JEBEN,TAKE AWAY
0.5,1271817,ZNOUD EL SET,TAKE AWAY
0.5,1271817,ZNOUD EL SET,TAKE AWAY
1,1271817,BAKLAVA CASHEW,TAKE AWAY
1,1271856,ZNOUD EL SET,DELIVERY
0.5,1271856,BORMA,DELIVERY
1,1271856,Kashta Aside,DELIVERY
1,1271856,MAFROUKEH,DELIVERY
1,1271856,MAFROUKEH PISTACHIO,DELIVERY
0.5,1271856,KOL W SHKOR,DELIVERY
1,1271862,ZNOUD EL SET,TAKE AWAY
1,1271862,MIXED BAKLAVA EXTRA,TAKE AWAY
0.5,1271863,ZNOUD EL SET,TAKE AWAY
1,1271863,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1271863,MIXED BAKLAVA EXTRA,TAKE AWAY
2,1271863,KNEFEH KASHTA/PLT,TAKE AWAY
1,1271863,HALEWET EL JEBEN LAF,TAKE AWAY
0.5,1271868,ZNOUD EL SET,TAKE AWAY
4,1271868,EMPTY KAAK FREE,TAKE AWAY
0.5,1271868,HALEWET EL JEBEN LAF,TAKE AWAY
1,1271868,KNEFEH CHEESE + KASHTA,TAKE AWAY
0.25,1271870,ZNOUD EL SET,TAKE AWAY
0.25,1271870,ASABEH,TAKE AWAY
0.5,1271877,ZNOUD EL SET,TABLES
1.5,1271877,BORMA,TABLES
1,1271877,MINERAL WATER/0.5L,TABLES
1,1271877,KAAK KNEFEH CHEESE,TABLES
1,1271877,MAFROUKEH ALMOND + PISTACHIO/PLT,TABLES
1,1271877,ESPRESSO SINGLE,TABLES
1.5,1271877,BAKLAVA CASHEW,TABLES
0.9,1271880,ZNOUD EL SET,DELIVERY
0.9,1271880,ZNOUD EL SET,DELIVERY
4,1271880,COTTON CANDY/PC,DELIVERY
1,1271880,Kashta Aside,DELIVERY
0.5,1271880,MAFROUKEH,DELIVERY
1.1,1271880,MAAMOUL MAD KASHTA,DELIVERY
15,1271880,Maamoul Date/PC,DELIVERY
15,1271880,MAAMOUL PISTACHIO/PC,DELIVERY
0.5,1271880,BAKLAVA DIPPED IN CHOCOLATE WRAPPED,DELIVERY
0.5,1271880,BAKLAVA DIPPED IN CHOCOLATE WRAPPED,DELIVERY
1,1272033,ZNOUD EL SET,TAKE AWAY
2,1272033,MIXED BAKLAVA EXTRA,TAKE AWAY
2,1272033,MIXED BAKLAVA EXTRA,TAKE AWAY
1,1272033,Kashta Aside,TAKE AWAY
1,1272033,MAFROUKEH PISTACHIO,TAKE AWAY
1,1272033,HALEWET EL JEBEN,TAKE AWAY
0.5,1271959,ZNOUD EL SET,TAKE AWAY
1,1271644,ZNOUD EL SET,Call Center
1,1271644,COMPLIMENTARY KNIFE,Call Center
1,1271644,MAFROUKEH,Call Center
1,1271644,Round Crystal Tray ,Call Center
1,1271644,N.B.,Call Center
1,1271644,N.B.,Call Center
1,1271644,DEL 2.0$,Call Center
1,1271644,FORET NOIRE N:2,Call Center
1,1271644,PICTURE FOR CAKE A3,Call Center
1,1271644,TARTE FRUITS ROUGE,Call Center
0.5,1271996,ZNOUD EL SET,TAKE AWAY
2.5,1271996,EMPTY KAAK FREE,TAKE AWAY
1,1271996,Kashta Aside,TAKE AWAY
0.5,1271996,HALEWET EL JEBEN LAF,TAKE AWAY
1,1271996,MAFROUKEH,TAKE AWAY
0.5,1271996,KNEFEH KASHTA,TAKE AWAY
0.7,1271999,ZNOUD EL SET,TAKE AWAY
2,1271999,COTTON CANDY/PC,TAKE AWAY
1,1271999,MAFROUKEH PISTACHIO,TAKE AWAY
0.5,1271999,HALEWET EL JEBEN,TAKE AWAY
1,1272046,ZNOUD EL SET,TAKE AWAY
1,1272046,KNEFEH KASHTA TA/PLT,TAKE AWAY
10,1272046,LAHM B AAJIN SQUARE/PC,TAKE AWAY
1,1272046,KNEFEH CHEESE/PLT TA,TAKE AWAY
1,1272077,ZNOUD EL SET,TAKE AWAY
1.5,1272077,MIXED BAKLAVA EXTRA,TAKE AWAY
1.5,1272092,ZNOUD EL SET,TAKE AWAY
1,1272092,HALEWET EL JEBEN LAF,TAKE AWAY
1,1272092,Mixed Baklava /PKT,TAKE AWAY
1,1272092,HALEWET EL JEBEN PLAIN W/SUGAR SYRUP,TAKE AWAY
1,1272097,ZNOUD EL SET,TABLES
2,1272097,MINERAL WATER/0.5L,TABLES
1,1272097,Kashta Aside,TABLES
1,1272097,Kashta Aside,TABLES
2,1272097,LAHM B AAJIN/PLT,TABLES
1,1272097,MAFROUKEH,TABLES
1,1272097,MAFROUKEH,TABLES
